Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2015-16,20154 (Autumn 2015),ASTR 115 A,INTRO ASTROBIOLOGY,"BARNES, RORY K",26,,5,5,1,8,,2,4,,1,,,,2.7
2015-16,20154 (Autumn 2015),ASTR 150 A,THE PLANETS,"SMITH, TOBY R.",233,35,69,40,34,23,4,9,4,5,3,1,3,3,3.1
2015-16,20154 (Autumn 2015),ASTR 301 A,ASTR FOR SCI & ENGR,"LAWS, CHRIS",20,5,9,4,1,,,,,,,,1,,3.4
2015-16,20154 (Autumn 2015),ASTR 321 A,SOLAR SYSTEM,"BROWNLEE, DONALD E",41,4,13,3,7,7,4,2,,,1,,,,3.1
2015-16,20154 (Autumn 2015),ASTR 598 A,TPCS THEOR ASTRPHYS,"GUPTA, PRAMOD",19,4,9,3,2,,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),ATM S 101 A,WEATHER,"WARNER, MICHAEL DAVID",111,16,26,23,9,12,9,1,5,1,,,7,2,2.9
2015-16,20154 (Autumn 2015),ATM S 111 A,GLOBAL WARMING,"FRIERSON, DARGAN M",235,47,58,33,22,32,18,7,8,,5,,4,1,3.1
2015-16,20154 (Autumn 2015),ATM S 111 D,GLOBAL WARMING,"TOWN, MIKE J.",53,10,16,12,4,3,1,,,,,,7,,3
2015-16,20154 (Autumn 2015),ATM S 211 A,CLIMATE CHANGE,"ALEXANDER, BECKY",103,4,42,32,13,5,5,,,,,1,,1,3.3
2015-16,20154 (Autumn 2015),ATM S 301 A,INTRO TO ATMOSPH SC,"WOOD, ROBERT",32,5,7,6,4,5,2,1,2,,,,,,3.1
2015-16,20154 (Autumn 2015),ATM S 431 A,BOUNDARY-LAYER METE,"FU, QIANG",19,,5,11,3,,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),ATM S 441 A,ATMOS MOTIONS I,"KIM, DAEHYUN",14,1,4,2,4,3,,,,,,,,,3.2
2015-16,20154 (Autumn 2015),ATM S 501 A,ATMOS PHYS & CHEM,"BITZ, CECILIA",15,3,8,2,2,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ATM S 505 A,FLUID DYNAMICS,"RHINES, PETER B",14,5,3,5,1,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),B A 490 A,SPECIAL TOPICS,"BAROS, RICHARD A.",25,24,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),B A 500 A,BUSINESS ADMIN I,"GILBERT, THOMAS",65,5,34,23,2,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),B A 500 B,BUSINESS ADMIN I,"GILBERT, THOMAS",62,8,31,22,1,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),B CMU 301 A,STRATEGIC CMU,"DIMEO, MICHAEL",41,1,18,15,7,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),B CMU 301 B,STRATEGIC CMU,"WHELAN, JOHN (JACK)",40,1,9,15,12,2,,,,,,,,1,3.2
2015-16,20154 (Autumn 2015),B CMU 301 C,STRATEGIC CMU,"DIMEO, MICHAEL",40,1,26,9,4,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),B CMU 301 D,STRATEGIC CMU,"HOCHBERG, LEE E.",40,2,22,13,3,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),B CMU 301 E,STRATEGIC CMU,"WHELAN, JOHN (JACK)",40,,23,11,5,1,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),B CMU 301 F,STRATEGIC CMU,"HOCHBERG, LEE E.",40,2,22,11,4,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),B CMU 301 G,STRATEGIC CMU,"WHELAN, JOHN (JACK)",39,,14,16,4,5,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),B CMU 301 H,STRATEGIC CMU,"HOCHBERG, LEE E.",38,1,13,17,6,1,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),B E 200 A,INTRO BUILT ENVMNTS,"GU, NAEUN",73,20,18,13,7,4,4,2,1,,,,2,2,3.3
2015-16,20154 (Autumn 2015),B ECON 300 A,MANAGERIAL ECON,"MALOY, FRANCES",80,3,17,29,22,7,1,,1,,,,,,3.2
2015-16,20154 (Autumn 2015),B ECON 300 B,MANAGERIAL ECON,"MALOY, FRANCES",79,3,18,25,18,12,,1,1,,,,,1,3.1
2015-16,20154 (Autumn 2015),B ECON 300 C,MANAGERIAL ECON,"MALOY, FRANCES",63,3,20,21,9,9,1,,,,,,,,3.2
2015-16,20154 (Autumn 2015),B ECON 301 A,INTERMED MACROECON,"MILLER, ZACH",49,11,18,11,2,4,1,1,,,,,,1,3.5
2015-16,20154 (Autumn 2015),B ECON 426 A,COMPET GLOBAL EC,"DEWENTER, KATHRYN",29,10,10,7,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),B ECON 500 B,INTRO BUS ECON,"RICE, EDWARD M",65,1,26,32,5,,,,,,,,,1,3.4
2015-16,20154 (Autumn 2015),B ECON 500 D,INTRO BUS ECON,"RICE, EDWARD M",66,1,32,23,9,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),B ECON 500 G,INTRO BUS ECON,"RICE, EDWARD M",14,,3,7,4,,,,,,,,,,3.2
2015-16,20154 (Autumn 2015),B ECON 526 A,COMPET GLOBAL EC,"DEWENTER, KATHRYN",25,7,10,8,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),B ECON 579 G,SPEC TOPICS IN BECN,"GLASSMAN, DEBRA",14,,14,,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),B H 401 A,HISTORY OF MEDICINE,"BERRYMAN, JACK W",50,3,10,8,5,7,5,4,,,,,1,7,2.9
2015-16,20154 (Autumn 2015),B H 402 B,ETHICAL THEORY,"JECKER, NANCY S",15,2,8,2,3,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),B H 456 A,SOCIAL JUSTICE HLTH,"BLACKSHER, ERIKA A",30,11,16,3,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),BIME 530 A,INTRODUCTION TO BHI,"GENNARI, JOHN H",20,,17,3,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIME 535 A,CLIN TOPIC INFORMAT,"MASUDA, DAVID L.",23,,23,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIO A 101 A,HUMAN BIO DIVERSITY,"HILL, ALEX",214,14,89,47,41,15,3,2,1,1,,,1,,3.3
2015-16,20154 (Autumn 2015),BIO A 201 A,PRIN BIOLOGCL ANTH,"TAYLOR, MATTHEW S",92,15,22,12,11,11,2,8,3,1,1,,3,3,3
2015-16,20154 (Autumn 2015),BIO A 348 A,EVOL BIOL HUMAN DIV,"HILL, ALEX",40,,11,6,9,5,1,,2,2,1,,,3,2.9
2015-16,20154 (Autumn 2015),BIO A 350 B,MENS HEALTH,"O'CONNOR, KATHLEEN A.",40,11,22,4,2,,,,,,,,,1,3.6
2015-16,20154 (Autumn 2015),BIO A 469 B,SPECIAL TOPICS,"SHELL-DUNCAN, BETTINA",13,10,3,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIO A 483 A,GENET CLTR DISEASE,"EISENBERG, DANIEL T. A.",21,9,1,1,,2,,1,1,,,,,6,3.4
2015-16,20154 (Autumn 2015),BIOC 405 A,INTRO TO BIOCHEM,"HURLEY, JAMES B",722,64,110,83,101,208,91,37,12,1,2,,2,11,2.9
2015-16,20154 (Autumn 2015),BIOC 426 A,BIOCHEM LAB,"VERLINDE, CHRISTOPHE L M                J",52,3,23,18,8,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),BIOC 440 A,BIOCHEMISTRY,"KLEVIT, RACHEL",319,33,55,38,52,74,37,9,4,4,4,2,4,3,2.9
2015-16,20154 (Autumn 2015),BIOC 530 A,STRUCTURAL BIOLOGY,"BAKER, DAVID",36,15,16,2,1,,,,,,,,,2,3.7
2015-16,20154 (Autumn 2015),BIOEN 215 A,BIOE PROBLEM SOLVING,"TAYLOR, ALYSSA C",125,82,32,9,2,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIOEN 325 A,BIOTRANSPORT I,"ZHENG, YING",61,10,29,17,4,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIOEN 326 A,SOLID&GEL MECHANICS,"THOMAS, WENDY E",61,8,33,14,2,4,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIOEN 327 A,FLUID&MATERIALS LAB,"NEILS, CHRISTOPHER",15,8,7,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIOEN 327 B,FLUID&MATERIALS LAB,"NEILS, CHRISTOPHER",20,12,8,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIOEN 327 C,FLUID&MATERIALS LAB,"NEILS, CHRISTOPHER",13,8,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIOEN 327 D,FLUID&MATERIALS LAB,"NEILS, CHRISTOPHER",13,8,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),BIOEN 423 A,INTRO SYNTH BIO,"CAROTHERS, JAMES M.",13,3,3,2,3,2,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),BIOEN 457 A,ADV MOL BIOEN,"STAYTON, PATRICK S",20,4,8,8,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIOEN 490 A,ENG MATLS BIOMED AP,"BRYERS, JAMES D.",21,6,13,,1,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),BIOEN 505 A,BIOMED ENTRE,"RATNER, BUDDY D",28,3,18,7,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIOL 100 C,INTRODCTRY BIOLOGY,"WALTER, MARGARET G",19,1,6,4,3,2,2,,,,,1,,,3
2015-16,20154 (Autumn 2015),BIOL 100 I,INTRODCTRY BIOLOGY,"AULD, SUSAN D",19,7,3,1,4,2,1,,,,1,,,,3.3
2015-16,20154 (Autumn 2015),BIOL 106 A,INTRO BIO SEMINAR,"BUCHWITZ, BRIAN J.",53,15,33,2,1,,,,,,,,1,1,3.6
2015-16,20154 (Autumn 2015),BIOL 114 A,INTRO ASTROBIOLOGY,"BARNES, RORY K",14,1,3,1,1,2,1,2,,2,1,,,,2.6
2015-16,20154 (Autumn 2015),BIOL 118 A,SURVEY OF PHYSIOL,"PETERSEN, KAREN E",375,18,47,103,68,43,18,9,15,13,6,6,7,22,2.8
2015-16,20154 (Autumn 2015),BIOL 118 B,SURVEY OF PHYSIOL,"PETERSEN, KAREN E",23,2,3,11,4,2,,,,,,,1,,3.1
2015-16,20154 (Autumn 2015),BIOL 119 A,ELEM PHYSIOL LAB,"SELF, CASEY J",24,1,9,9,4,,1,,,,,,,,3.3
2015-16,20154 (Autumn 2015),BIOL 119 B,ELEM PHYSIOL LAB,"SELF, CASEY J",21,4,2,7,6,1,,,,,,,,1,3.3
2015-16,20154 (Autumn 2015),BIOL 119 C,ELEM PHYSIOL LAB,"SELF, CASEY J",24,,7,11,5,,,,,,,,1,,3.1
2015-16,20154 (Autumn 2015),BIOL 119 D,ELEM PHYSIOL LAB,"SELF, CASEY J",24,5,6,7,5,,,,,,,,,1,3.4
2015-16,20154 (Autumn 2015),BIOL 119 E,ELEM PHYSIOL LAB,"SELF, CASEY J",24,2,7,7,4,4,,,,,,,,,3.2
2015-16,20154 (Autumn 2015),BIOL 119 F,ELEM PHYSIOL LAB,"SELF, CASEY J",21,1,2,11,5,,,1,,,,,,1,3.2
2015-16,20154 (Autumn 2015),BIOL 180 A,INTRO BIOLOGY,"FREEMAN, SCOTT",579,57,115,104,94,76,48,20,26,9,2,,10,18,2.9
2015-16,20154 (Autumn 2015),BIOL 180 B,INTRO BIOLOGY,"FREEMAN, SCOTT",485,30,82,69,77,78,45,35,23,6,4,2,14,20,2.8
2015-16,20154 (Autumn 2015),BIOL 200 A,INTRO BIOL,"SCHIVELL, AMANDA",305,23,48,47,43,49,23,24,24,6,1,2,3,12,2.8
2015-16,20154 (Autumn 2015),BIOL 220 A,INTRO BIOL,"DOHERTY, JENNIFER HELEN",308,24,40,47,48,52,31,25,15,7,2,1,3,13,2.8
2015-16,20154 (Autumn 2015),BIOL 250 D,MARINE BIOLOGY,"POOL, THOMAS K.",17,2,5,,5,3,1,,,,,,,1,3.1
2015-16,20154 (Autumn 2015),BIOL 302 A,LAB TECHNIQS IN CMB,"DRAPER, MOON",47,12,28,7,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),BIOL 340 A,GENETS & MOLEC ECOL,"HAUSER, LORENZ",33,8,7,11,2,3,2,,,,,,,,3.4
2015-16,20154 (Autumn 2015),BIOL 350 A,FOUNDTNS PHYSIOLOGY,"WENDEROTH, MARY P",103,9,10,8,17,17,6,9,13,3,2,2,2,5,2.6
2015-16,20154 (Autumn 2015),BIOL 354 A,EVOL AND SYSTEMATICS,"HERRON, JON",114,15,48,16,14,13,1,,3,2,,,2,,3.2
2015-16,20154 (Autumn 2015),BIOL 355 A,FNDATION MOL CEL BIO,"MARTIN-MORRIS, LINDA E",56,12,23,10,3,5,3,,,,,,,,3.4
2015-16,20154 (Autumn 2015),BIOL 355 B,FNDATION MOL CEL BIO,"MARTIN-MORRIS, LINDA E",55,7,19,9,11,3,2,1,,1,,,1,1,3.2
2015-16,20154 (Autumn 2015),BIOL 356 A,FNDATNS IN ECOLOGY,"DOBKOWSKI, KATIE A.",88,18,33,8,10,8,3,1,1,1,1,,2,2,3.2
2015-16,20154 (Autumn 2015),BIOL 400 A,MOLECULAR BIOLOGY,"DRAPER, MOON",42,11,28,3,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),BIOL 401 A,ADV CELL BIOLOGY,"CROWE, ALISON J",55,15,6,8,7,4,1,5,,2,,2,3,2,2.9
2015-16,20154 (Autumn 2015),BIOL 404 A,ANIMAL CELL PHYSIOL,"DE LA IGLESIA, HORACIO O.",116,9,15,22,14,14,8,11,7,4,1,1,8,2,2.6
2015-16,20154 (Autumn 2015),BIOL 411 A,DEV BIOL,"PARICHY, DAVID",72,14,9,10,10,11,3,4,4,4,,,1,2,2.9
2015-16,20154 (Autumn 2015),BIOL 416 A,MOL GENET PLANT DEV,"IMAIZUMI, TAKATO",40,12,8,9,4,2,1,,1,1,,,1,1,3.3
2015-16,20154 (Autumn 2015),BIOL 420 A,BIO GAME THEORY,"BERGSTROM, CARL T",41,4,3,7,7,6,4,2,3,1,,,3,1,2.7
2015-16,20154 (Autumn 2015),BIOL 421 A,ECO&EVOL PHYSIOLOGY,"BUCKLEY, LAUREN",46,5,12,7,8,7,1,,1,,,,1,4,3.1
2015-16,20154 (Autumn 2015),BIOL 427 A,BIOMECHANICS,"DANIEL, THOMAS L",71,8,25,20,10,3,1,1,1,1,,,,1,3.3
2015-16,20154 (Autumn 2015),BIOL 441 A,LAND PLT EVO TRENDS,"DI STILIO, VERONICA",45,11,11,7,4,6,3,,2,,1,,,,3.2
2015-16,20154 (Autumn 2015),BIOL 442 A,MUSH & RELATD FUNGI,"AMMIRATI, JOSEPH F",29,9,13,7,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),BIOL 448 A,MAMMALOGY,"SANTANA, SHARLENE E",34,3,8,5,2,3,3,4,3,2,,,1,,2.7
2015-16,20154 (Autumn 2015),BIOL 453 A,CMPR ANAT VERTS,"SIDOR, CHRISTIAN A.",95,8,28,12,7,7,10,6,5,5,1,3,,3,2.9
2015-16,20154 (Autumn 2015),BIOL 468 A,MEDICAL PHYSIOLOGY,"WEIGLE, SCOTT",52,15,34,3,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),BIOL 472 A,COMMUNITY ECOLOGY,JANNEKE HILLE RIS LAMBERS,14,3,4,3,1,,,1,1,,,,,1,3.3
2015-16,20154 (Autumn 2015),BIOL 473 A,LIMNOLOGY,"SCHINDLER, DANIEL E.",33,4,11,7,8,1,1,,,,,,,1,3.3
2015-16,20154 (Autumn 2015),BIOL 473 B,LIMNOLOGY,"SCHINDLER, DANIEL E.",41,,13,10,8,5,1,,1,,,,,3,3.1
2015-16,20154 (Autumn 2015),BIOL 485 B,CELL MOLE& DEV SEMNR,"MARTIN-MORRIS, LINDA E",30,11,7,6,3,2,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIOL 497 A,SPECIAL TOPICS,"GARLAND, ALAINA L",68,12,15,10,5,9,3,2,2,1,1,1,2,5,3
2015-16,20154 (Autumn 2015),BIOL 497 B,SPECIAL TOPICS,"BRYSON, ROB",13,2,9,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),BIOL 502 A,GRANT WRITING,"NEMHAUSER, JENNIFER L.",17,11,6,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),BIOST 310 A,BIOSTATISTICS,"THOMPSON, MARYLOU",125,5,26,27,24,22,12,2,3,1,,1,1,1,3
2015-16,20154 (Autumn 2015),BIOST 503 A,APPL STAT HLTH SCI,"MANCL, LLOYD A",17,4,6,5,1,,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),BIOST 511 A,MED BIOMETRY I,"HUGHES, JAMES P",178,18,71,59,22,5,,,1,,,,,2,3.4
2015-16,20154 (Autumn 2015),BIOST 514 A,BIOSTATISTICS I,"KERR, KATHLEEN F.",17,4,9,2,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),BIOST 517 A,APPLIED BIOSTAT I,"KERR, KATHLEEN F.",95,1,34,28,18,4,1,3,1,,,,,5,3.2
2015-16,20154 (Autumn 2015),BIOST 536 A,CAT ANALYSIS EPIDEM,"MCKNIGHT, BARBARA",24,3,12,7,2,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),BIOST 570 A,REGR METHODS:INDEPT,"WAKEFIELD, JON",13,1,10,2,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),BSE 211 A,CREATIVITY & SOCIETY,"ALLAN, G GRAHAM",95,2,49,24,8,5,3,1,,,2,,,1,3.3
2015-16,20154 (Autumn 2015),BSE 248 A,PAPER PROPERTIES,"DICHIARA, ANTHONY B",20,3,3,3,3,4,2,1,1,,,,,,3
2015-16,20154 (Autumn 2015),BSE 391 A,ENGR PRIN BIOREFINE,"RESENDE, FERNANDO",18,2,2,3,4,4,2,,1,,,,,,2.9
2015-16,20154 (Autumn 2015),BSE 406 A,NAT PROD CHEMISTRY,"BURA, RENATA",20,1,5,4,6,2,1,,1,,,,,,3.1
2015-16,20154 (Autumn 2015),BSE 422 A,BIORESOURCE ENGR 3,"GUSTAFSON, RICK",18,2,6,4,1,1,2,,1,1,,,,,3.1
2015-16,20154 (Autumn 2015),BSE 430 A,PAPERMAKING PROC,"EWANICK, SHANNON",17,2,8,4,2,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),BSE 497 A,PLP & PPR INTERN,"BURA, RENATA",15,14,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),C ENV 110 A,FOOD & ENVIRONMENT,"HILBORN, RAY W",95,19,32,12,13,8,5,1,1,1,,,2,1,3.2
2015-16,20154 (Autumn 2015),C LIT 200 A,INTRO TO LIT,"ALANIZ, JOSE",27,4,23,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),C LIT 230 A,INTRO TO FOLKLORE,"SMIDCHENS, GUNTIS",31,8,11,7,1,1,1,,1,,,,,1,3.4
2015-16,20154 (Autumn 2015),C LIT 240 A,WRITING IN C LIT,"NARAGHI, YASAMAN",20,3,9,6,1,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),C LIT 240 B,WRITING IN C LIT,"BOYECHKO, RICHARD R",21,5,3,2,2,2,2,2,1,,,,1,1,2.9
2015-16,20154 (Autumn 2015),C LIT 240 C,WRITING IN C LIT,"TOSCANO, CAROLINA M.",23,5,5,5,2,3,2,,,,,,1,,3.2
2015-16,20154 (Autumn 2015),C LIT 240 E,WRITING IN C LIT,"GERHARDT, BRADLEY W",19,12,3,1,1,,1,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),C LIT 240 F,WRITING IN C LIT,"NIELSEN, RUTH M",22,8,12,,,1,,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),C LIT 240 H,WRITING IN C LIT,"DELGADO, ANDREA",21,4,11,2,2,,,,,,,,2,,3.2
2015-16,20154 (Autumn 2015),C LIT 240 L,WRITING IN C LIT,"MORTON, PAUL W",21,2,16,3,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),C LIT 270 A,FILM: INTRODUCTION,"AMES, ERIC",147,28,83,20,8,1,1,1,1,,,,1,3,3.5
2015-16,20154 (Autumn 2015),C LIT 301 A,FILM THRY: ANALYSIS,TAMARA N COOPER,29,20,4,1,1,,,,3,,,,,,3.6
2015-16,20154 (Autumn 2015),C LIT 302 A,FILM THRY: CRT CNCP,TAMARA N COOPER,19,17,1,,1,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),C LIT 302 B,MEDIA ARTS & CLTR,"GROENING, STEPHEN F",32,2,16,6,6,,,,,,,,1,1,3.3
2015-16,20154 (Autumn 2015),C LIT 315 B,NATIONAL CINEMAS,"STEELE, CYNTHIA",21,9,8,2,1,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),C LIT 315 C,NATIONAL CINEMAS,"MAZZOLA, CLAUDIO",19,7,5,,,1,,2,2,,,,2,,2.9
2015-16,20154 (Autumn 2015),C LIT 397 B,SPEC TPCS CIN STD,"CRNKOVIC, GORDANA P",49,32,10,5,2,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),C LIT 397 C,SPEC TPCS CIN STD,"WONG, SHAWN H",25,19,4,1,,,,,,,,,,1,3.9
2015-16,20154 (Autumn 2015),C LIT 400 A,INTRO THEORY & CRIT,"BRAESTER, YOMI",39,14,14,6,2,,1,1,,1,,,,,3.5
2015-16,20154 (Autumn 2015),C LIT 497 A,SPEC TPCS CIN STUD,TAMARA N COOPER,13,11,,,1,,,,,,,,1,,3.6
2015-16,20154 (Autumn 2015),CEE 220 A,INTRO MECH OF MATLS,"CALVI, PAOLO",47,6,13,5,12,8,1,,1,,,,,1,3.2
2015-16,20154 (Autumn 2015),CEE 291 A,AUTOCAD,"LE, TOM N",70,53,9,2,2,,,,,,,,,4,3.9
2015-16,20154 (Autumn 2015),CEE 307 A,CONSTRUCTION ENGR,"KAMINSKY, JESSICA A",57,6,29,14,7,,,,,1,,,,,3.4
2015-16,20154 (Autumn 2015),CEE 317 A,GEOSURVEYING,"AHMED, KAMAL M.",132,7,61,41,17,6,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),CEE 337 A,CONSTR MATERIALS,"MAHONEY, JOE P",68,19,31,11,6,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),CEE 347 A,FLUID MECHANICS,"JAVAHERCHI MOZAFARI, AMIR",56,3,20,17,9,6,1,,,,,,,,3.3
2015-16,20154 (Autumn 2015),CEE 377 A,INTRO STRUCT DESIGN,"LOWES, LAURA N.",69,4,18,28,15,4,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),CEE 416 A,URBAN TRAN PLG/DES,"HALLENBECK, MARK E",27,5,6,5,4,5,1,1,,,,,,,3.2
2015-16,20154 (Autumn 2015),CEE 424 A,GIS FOR CIV ENGRS,"AHMED, KAMAL M.",55,5,33,12,3,1,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),CEE 428 A,CEMENT COMPOSITES,"MACKENZIE, PETER",15,10,5,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),CEE 429 A,SUST BLDG INFRA,"KIM, AMY A",25,5,8,9,2,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),CEE 436 A,FNDN DESIGN,"BASKA, DAVID A",65,2,30,19,8,3,2,,,1,,,,,3.3
2015-16,20154 (Autumn 2015),CEE 451 A,DES MET STRUC,"ROEDER, CHARLES W",65,12,18,12,5,7,6,1,1,1,,,,2,3.2
2015-16,20154 (Autumn 2015),CEE 452 A,DES REINF CONCR STR,"STANTON, JOHN F",72,10,14,16,9,7,8,6,,,,,,2,3.1
2015-16,20154 (Autumn 2015),CEE 462 A,APPLIED LIMNOLOGY,"BRETT, MICHAEL T.",19,5,2,4,3,3,,1,1,,,,,,3.1
2015-16,20154 (Autumn 2015),CEE 476 A,PHYSICAL HYDROLOGY,"ISTANBULLUOGLU, ERKAN",23,15,6,1,,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),CEE 483 A,DRINKING WTR TRTMT,"DODD, MICHAEL C",18,4,5,4,2,1,2,,,,,,,,3.3
2015-16,20154 (Autumn 2015),CEE 498 J,SPECIAL TOPICS,"MUENCH, STEPHEN T",18,13,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),CEE 501 C,STR MECHANICS,"WIEBE, RICHARD",29,4,10,8,7,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),CEE 505 A,ENGR COMPUTING,"MACKENZIE, PETER",14,12,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),CEE 511 B,ADV REINF CONCRETE,"EBERHARD, MARC O",23,2,10,4,4,3,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),CEE 540 B,MICRO PROC FUND,"GOUGH, HEIDI LOIS",25,4,15,4,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),CEE 543 B,AQUATIC CHEMISTRY,"BENJAMIN, MARK M",29,2,12,9,5,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),CEE 551 A,CHEM FATE & TRANSP,"NEUMANN, REBECCA B",20,7,8,2,1,1,,1,,,,,,,3.5
2015-16,20154 (Autumn 2015),CEE 561 A,TRANSPORTATION PLAN,"AVERY, RYAN P.",25,6,13,3,2,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),CEE 564 A,SUSTAIN TRANS SYST,"MCCORMACK, EDWARD D",16,4,9,2,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),CEE 577 B,WATER QUALITY MNGMT,"KORSHIN, GREGORY V.",17,3,13,1,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),CEE 588 A,ENERGY INFRA & ENV,"LARSON, TIMOTHY V",16,10,6,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),CEE 588 C,ENERGY INFRA & ENV,"MAHONEY, JOE P",20,8,11,,,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),CEP 200 A,INTRO COM & ENV PLN,"CURRY, MARTY",27,2,18,4,,,1,,,,1,,1,,3.3
2015-16,20154 (Autumn 2015),CEP 301 A,IDEA OF COMMUNITY,"CARVER, EVAN H.",15,1,7,7,,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),CEP 301 C,IDEA OF COMMUNITY,"CAMPBELL, CHRISTOPHER",18,1,9,7,1,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),CEP 460 A,PLANNING IN CONTEXT,"BORN, BRANDEN M",30,4,17,9,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),CFRM 463 A,R PROG FOR QUANTFIN,"YOLLIN, GUY",22,4,6,3,,3,1,1,1,,1,1,1,,2.8
2015-16,20154 (Autumn 2015),CFRM 463 B,R PROG FOR QUANTFIN,"YOLLIN, GUY",39,11,11,11,4,1,,,1,,,,,,3.4
2015-16,20154 (Autumn 2015),CFRM 510 A,SQL/VBA FOR FINANCE,"YOLLIN, GUY",37,8,19,8,1,,,,1,,,,,,3.5
2015-16,20154 (Autumn 2015),CFRM 540 A,INVESTMENT SCI I,"GOLBECK, STEVEN",39,24,6,5,1,2,,,1,,,,,,3.6
2015-16,20154 (Autumn 2015),CFRM 540 B,INVESTMENT SCI I,"GOLBECK, STEVEN",22,10,4,3,3,1,,1,,,,,,,3.5
